video_id,segment_id,frame_index,time_sec,review_status,review_note
V4_BREEDING,S2_SHELTER_TRANSITION,947,33.0328495492082,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,948,33.067731122121835,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,949,33.10261269503546,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,950,33.137494267949094,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,951,33.17237584086272,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,952,33.207257413776354,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,953,33.24213898668999,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,954,33.27702055960361,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,955,33.31190213251725,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,956,33.34678370543087,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,957,33.38166527834451,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,958,33.41654685125814,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,959,33.451428424171766,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,960,33.4863099970854,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,961,33.52119156999903,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,962,33.55607314291266,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,963,33.59095471582629,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,964,33.62583628873992,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,965,33.66071786165355,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,966,33.695599434567185,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,967,33.73048100748081,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,968,33.765362580394445,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,969,33.80024415330807,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,970,33.835125726221705,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,971,33.87000729913534,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,972,33.904888872048964,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,973,33.9397704449626,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,974,33.97465201787623,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,975,34.00953359078986,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,976,34.04441516370349,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,977,34.07929673661712,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,978,34.11417830953075,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,979,34.149059882444384,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,980,34.18394145535801,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,981,34.21882302827164,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,982,34.25370460118527,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,983,34.2885861740989,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,984,34.323467747012536,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,985,34.35834931992616,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,986,34.3932308928398,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,987,34.42811246575342,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,988,34.462994038667055,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,989,34.49787561158069,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,990,34.532757184494315,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,991,34.56763875740795,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,992,34.60252033032158,REVIEWED,
V4_BREEDING,S2_SHELTER_TRANSITION,993,34.63740190323521,REVIEWED,
